ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,General Households,Percentage of Households comprising-1 person,Percentage of Households comprising-2 persons,Percentage of Households comprising-3 persons,Percentage of Households comprising-4 persons,Percentage of Households comprising-5 persons,Percentage of Households comprising-6 persons,Percentage of Households comprising-7 persons,Percentage of Households comprising-8+ persons,Average size of Household,check_var
27,21.0,27.0,XXX,XX,XX,   Chhatail Union Total,5335,3.6,11.2,20.2,28.8,19.0,8.7,4.2,4.3,4.2,00111
27,21.0,40.0,XXX,XX,XX,   Ishania Union Total,5698,2.8,10.0,18.2,30.7,21.3,9.9,3.9,3.2,4.2,00111
27,21.0,54.0,XXX,XX,XX,   Mushidhat Union Total,4353,3.3,10.9,20.2,32.4,19.0,8.4,3.1,2.7,4.1,00111
27,21.0,67.0,XXX,XX,XX,   Nafanagar Union Total,5501,3.8,10.9,19.4,29.9,20.2,9.0,3.8,3.0,4.1,00111
27,21.0,81.0,XXX,XX,XX,   Rangaon Union Total,5202,3.2,11.2,20.4,30.0,19.3,8.5,3.7,3.7,4.1,00111
27,30.0,XX.0,XXX,XX,XX,Chirirbandar Upazila Total,68316,3.3,10.1,19.5,27.8,20.0,10.5,4.6,4.2,4.3,00111
27,30.0,13.0,XXX,XX,XX,Abdulpur Union Total,8924,3.4,9.3,19.2,28.2,19.5,10.1,5.0,5.2,4.3,00111
27,30.0,15.0,XXX,XX,XX,   Alokdihi Union Total,2922,3.0,9.5,18.6,28.1,20.9,11.1,5.0,3.8,4.3,00111
27,30.0,23.0,XXX,XX,XX,   Amarpur Union Total,5842,2.5,9.5,19.8,28.9,19.8,10.1,4.6,4.9,4.3,00111
27,30.0,31.0,XXX,XX,XX,   Aulia Pukur Union Total,6133,1.6,9.9,20.4,29.4,20.1,10.1,4.3,4.0,4.3,00111
27,30.0,39.0,XXX,XX,XX,   Bhiail Union Total,5620,2.5,10.5,20.2,30.8,19.5,9.2,3.8,3.6,4.2,00111
27,30.0,47.0,XXX,XX,XX,   Fatehjanapur Union Total,6561,4.4,10.2,18.4,26.0,20.5,11.8,4.5,4.2,4.3,00111
27,30.0,55.0,XXX,XX,XX,   Isabpur Union Total,6419,4.2,10.2,18.4,26.0,20.9,10.9,4.8,4.8,4.3,00111
27,30.0,63.0,XXX,XX,XX,   Nasratpur Union Total,5343,4.3,9.7,18.2,25.8,20.5,12.1,5.0,4.5,4.3,00111
27,30.0,71.0,XXX,XX,XX,   Punatti Union Total,6390,2.8,10.6,21.3,28.1,18.9,9.4,4.8,4.1,4.2,00111
27,30.0,79.0,XXX,XX,XX,   Saintara Union Total,6391,2.0,9.6,19.8,28.7,20.8,10.8,4.6,3.7,4.3,00111
27,30.0,87.0,XXX,XX,XX,   Satnala Union Total,4472,5.3,13.1,21.6,26.8,18.5,8.9,3.8,2.1,3.9,00111
27,30.0,94.0,XXX,XX,XX,   Tentulia Union Total,3299,4.2,9.8,18.0,25.9,21.1,11.4,5.1,4.6,4.3,00111
27,38.0,XX.0,XXX,XX,XX,Fulbari Upazila Total,43002,4.0,11.7,22.4,28.8,17.9,8.2,3.5,3.5,4.0,00111
27,38.0,XX.0,XXX,XX,XX,  Fulbari  Paurashava,8087,3.6,10.6,22.1,28.3,17.9,8.8,3.9,4.9,4.2,00111
27,38.0,1.0,XXX,XX,XX,   Ward No-01 Total,822,3.6,12.3,25.5,29.7,15.1,7.7,2.6,3.5,3.9,00111
27,38.0,2.0,XXX,XX,XX,   Ward No-02 Total,1198,3.6,12.4,20.9,31.2,17.0,8.7,2.6,3.6,4.0,00111
27,38.0,3.0,XXX,XX,XX,   Ward No-03 Total,719,2.2,10.2,22.7,30.6,20.3,7.9,3.1,3.1,4.1,00111
27,38.0,4.0,XXX,XX,XX,   Ward No-04 Total,944,5.3,10.1,22.1,25.2,15.5,7.7,5.9,8.2,4.4,00111
27,38.0,5.0,XXX,XX,XX,   Ward No-05 Total,863,3.6,10.1,20.2,28.3,19.2,10.4,3.1,5.1,4.3,00111
27,38.0,6.0,XXX,XX,XX,   Ward No-06 Total,1449,3.3,10.8,21.7,26.6,20.0,8.0,4.8,4.8,4.2,00111
27,38.0,7.0,XXX,XX,XX,   Ward No-07 Total,742,2.3,9.2,22.5,27.5,19.0,10.5,3.8,5.3,4.4,00111
27,38.0,8.0,XXX,XX,XX,   Ward No-08 Total,606,5.1,8.4,21.1,25.1,17.5,11.2,4.5,7.1,4.5,00111
27,38.0,9.0,XXX,XX,XX,   Ward No-09 Total,744,3.6,10.6,22.7,30.0,16.8,8.3,4.3,3.6,4.1,00111
27,38.0,25.0,XXX,XX,XX,   Aladipur Union Total,4937,4.6,12.9,22.3,29.5,17.0,7.6,3.0,3.1,3.9,00111
27,38.0,28.0,XXX,XX,XX,   Betdighi Union Total,5271,3.6,11.6,22.6,29.5,17.8,8.2,3.5,3.2,4.0,00111
27,38.0,38.0,XXX,XX,XX,   Daulatpur Union Total,3601,4.6,13.7,23.5,30.9,16.1,6.4,2.6,2.2,3.8,00111
27,38.0,47.0,XXX,XX,XX,   Eluary Union Total,5673,3.6,12.0,22.0,28.7,18.5,8.4,3.5,3.4,4.1,00111
27,38.0,66.0,XXX,XX,XX,   Kazihal Union Total,4916,4.5,12.6,23.4,28.7,17.4,6.9,3.6,3.0,4.0,00111
27,38.0,76.0,XXX,XX,XX,   Khayerbari Union Total,2742,5.0,10.6,22.6,30.9,17.4,7.7,3.0,2.8,4.0,00111
27,38.0,84.0,XXX,XX,XX,   Shibnagar Union Total,7775,3.7,10.9,21.7,26.8,19.5,9.5,4.2,3.7,4.2,00111
27,43.0,XX.0,XXX,XX,XX,Ghoraghat Upazila Total,30020,4.3,13.5,25.2,27.5,16.1,7.4,3.1,2.8,3.9,00111
27,43.0,XX.0,XXX,XX,XX,  Ghoraghat  Paurashava,5541,4.5,12.1,23.6,26.8,16.4,8.7,4.1,3.8,4.0,00111
27,43.0,1.0,XXX,XX,XX,   Ward No-01 Total,619,3.7,13.1,24.6,23.3,17.9,9.0,4.4,4.0,4.1,00111
27,43.0,2.0,XXX,XX,XX,   Ward No-02 Total,710,2.4,11.4,24.5,27.0,16.8,8.6,4.9,4.4,4.2,00111
27,43.0,3.0,XXX,XX,XX,   Ward No-03 Total,886,5.9,12.6,21.4,26.5,16.3,9.0,4.0,4.3,4.1,00111
27,43.0,4.0,XXX,XX,XX,   Ward No-04 Total,489,8.6,11.7,22.5,25.4,18.2,7.4,2.9,3.5,3.9,00111
27,43.0,5.0,XXX,XX,XX,   Ward No-05 Total,731,2.9,13.7,24.5,29.5,15.2,7.8,3.1,3.3,4.0,00111
27,43.0,6.0,XXX,XX,XX,   Ward No-06 Total,552,5.6,11.2,23.4,26.8,15.9,7.2,5.3,4.5,4.1,00111
27,43.0,7.0,XXX,XX,XX,   Ward No-07 Total,511,3.9,12.7,25.6,29.5,16.8,7.8,1.6,2.0,3.8,00111
27,43.0,8.0,XXX,XX,XX,   Ward No-08 Total,708,4.7,10.5,26.0,27.0,14.4,8.9,4.8,3.8,4.1,00111
27,43.0,9.0,XXX,XX,XX,   Ward No-09 Total,335,2.4,12.2,17.9,25.7,17.6,14.0,6.6,3.6,4.3,00111
27,43.0,19.0,XXX,XX,XX,   Bulakipur Union Total,7251,4.3,15.0,27.1,28.5,14.6,6.4,2.4,1.8,3.7,00111
27,43.0,38.0,XXX,XX,XX,Ghoraghat Union Total,2982,4.3,14.3,27.7,27.1,15.5,6.5,2.6,2.0,3.8,00111
27,43.0,57.0,XXX,XX,XX,   Palsa Union Total,6342,3.8,13.3,25.9,27.5,16.4,7.4,3.0,2.8,3.9,00111
27,43.0,76.0,XXX,XX,XX,   Singra Union Total,7904,4.8,13.1,23.2,27.5,17.3,7.6,3.3,3.2,3.9,00111
27,47.0,XX.0,XXX,XX,XX,Hakimpur Upazila Total,22844,4.3,12.3,23.2,28.3,16.9,8.1,3.6,3.2,4.0,00111
27,47.0,XX.0,XXX,XX,XX,  Hakimpur  Paurashava,6641,4.5,12.0,22.1,27.4,17.2,8.4,4.2,4.1,4.1,00111
27,47.0,1.0,XXX,XX,XX,   Ward No-01 Total,821,5.6,12.2,23.0,27.0,16.8,9.0,4.1,2.2,3.9,00111
27,47.0,2.0,XXX,XX,XX,   Ward No-02 Total,638,4.7,9.2,20.8,28.5,18.5,9.1,3.8,5.3,4.2,00111
27,47.0,3.0,XXX,XX,XX,   Ward No-03 Total,538,4.5,20.3,23.0,22.7,13.9,7.8,3.5,4.3,3.9,00111
27,47.0,4.0,XXX,XX,XX,   Ward No-04 Total,1277,8.8,14.3,20.2,25.0,15.3,7.5,5.0,3.8,3.9,00111
27,47.0,5.0,XXX,XX,XX,   Ward No-05 Total,881,3.3,10.6,21.6,27.9,18.2,9.3,4.5,4.7,4.2,00111
27,47.0,6.0,XXX,XX,XX,   Ward No-06 Total,645,3.6,10.5,19.7,29.0,17.4,9.1,5.3,5.4,4.3,00111
27,47.0,7.0,XXX,XX,XX,   Ward No-07 Total,560,2.1,9.5,25.2,27.5,18.6,8.0,4.6,4.5,4.2,00111
27,47.0,8.0,XXX,XX,XX,   Ward No-08 Total,658,2.1,10.9,24.8,29.6,19.0,6.1,3.6,3.8,4.1,00111
27,47.0,9.0,XXX,XX,XX,   Ward No-09 Total,623,1.4,9.6,23.0,31.3,18.5,10.4,2.4,3.4,4.1,00111
27,47.0,13.0,XXX,XX,XX,   Alihat Union Total,5559,4.0,13.5,23.4,28.6,16.2,8.0,3.1,3.1,3.9,00111
27,47.0,40.0,XXX,XX,XX,   Boaldar Union Total,5797,4.3,11.7,24.4,29.0,17.1,7.7,3.4,2.4,3.9,00111
27,47.0,81.0,XXX,XX,XX,   Khatta Madhab Para Union Total,4847,4.6,11.9,23.1,28.3,17.2,8.2,3.5,3.1,4.0,00111
27,56.0,XX.0,XXX,XX,XX,Kaharole Upazila Total,36720,3.6,10.7,20.0,29.3,19.3,9.1,4.0,4.1,4.2,00111
27,56.0,15.0,XXX,XX,XX,   Dabar Union Total,5980,2.9,11.6,19.6,30.4,19.7,9.1,3.5,3.1,4.1,00111
27,56.0,31.0,XXX,XX,XX,Mukundapur Union Total,7165,3.5,9.7,19.7,28.9,20.2,9.4,4.3,4.4,4.3,00111
27,56.0,47.0,XXX,XX,XX,   Ramchandrapur Union Total,5810,4.0,9.6,18.6,28.6,19.4,9.4,4.4,6.0,4.4,00111
27,56.0,63.0,XXX,XX,XX,   Rasulpur Union Total,5894,3.7,12.1,22.6,29.9,17.6,7.9,3.3,2.9,4.0,00111
27,56.0,79.0,XXX,XX,XX,   Sundarpur Union Total,6178,3.2,10.0,18.6,27.2,20.0,10.9,4.8,5.3,4.4,00111
27,56.0,94.0,XXX,XX,XX,   Targaon Union Total,5693,4.1,11.6,21.3,30.8,18.4,7.8,3.4,2.5,4.0,00111
27,60.0,XX.0,XXX,XX,XX,Khansama Upazila Total,39392,3.0,8.9,18.3,28.2,21.7,10.9,4.8,4.2,4.3,00111
27,60.0,15.0,XXX,XX,XX,Alokjhari Union Total,7749,2.6,8.9,19.7,27.9,22.1,10.1,4.3,4.4,4.3,00111
27,60.0,31.0,XXX,XX,XX,   Angar Para Union Total,6558,3.2,9.9,17.7,27.4,22.1,11.2,4.7,3.9,4.3,00111
27,60.0,47.0,XXX,XX,XX,   Bhabki Union Total,6219,2.9,7.9,16.8,28.9,21.5,11.6,5.1,5.2,4.5,00111
27,60.0,63.0,XXX,XX,XX,   Bherbheri Union Total,6499,2.7,8.8,19.4,29.2,21.0,10.8,4.1,4.0,4.3,00111
27,60.0,79.0,XXX,XX,XX,   Goaldihi Union Total,6052,3.4,7.7,15.9,27.4,22.9,12.2,5.7,4.8,4.5,00111
27,60.0,94.0,XXX,XX,XX,   Khamar Para Union Total,6315,3.1,9.8,19.6,28.7,21.0,9.8,4.8,3.2,4.2,00111
27,64.0,XX.0,XXX,XX,XX,Dinajpur Sadar Upazila Total,110483,3.4,10.6,21.3,28.8,18.6,8.9,4.0,4.4,4.2,00111
27,64.0,XX.0,XXX,XX,XX,  Dinajpur Paurashava,39862,3.7,10.6,22.4,27.9,17.2,8.8,4.2,5.3,4.2,00111
27,64.0,1.0,XXX,XX,XX,   Ward No-01 Total,4320,2.5,8.7,23.1,30.3,17.3,9.5,4.4,4.3,4.2,00111
27,64.0,2.0,XXX,XX,XX,   Ward No-02 Total,3874,4.1,10.6,23.4,28.1,15.8,8.7,4.1,5.3,4.2,00111
27,64.0,3.0,XXX,XX,XX,   Ward No-03 Total,2165,3.4,8.6,19.4,26.7,17.0,10.3,4.9,9.7,4.6,00111
27,64.0,4.0,XXX,XX,XX,   Ward No-04 Total,3321,3.9,10.7,22.8,27.6,18.0,8.4,3.6,5.0,4.2,00111
27,64.0,5.0,XXX,XX,XX,   Ward No-05 Total,2869,4.3,11.3,22.7,28.6,16.1,7.2,4.0,5.8,4.2,00111
27,64.0,6.0,XXX,XX,XX,   Ward No-06 Total,3938,3.3,10.8,24.0,28.5,16.6,8.0,4.3,4.5,4.2,00111
27,64.0,7.0,XXX,XX,XX,   Ward No-07 Total,2588,3.0,9.9,21.6,28.3,16.9,9.8,3.6,6.8,4.3,00111
27,64.0,8.0,XXX,XX,XX,   Ward No-08 Total,2985,4.1,12.1,23.1,26.5,17.0,8.4,4.4,4.5,4.1,00111
27,64.0,9.0,XXX,XX,XX,   Ward No-09 Total,5592,4.7,10.8,22.4,26.5,17.3,8.9,4.5,4.9,4.2,00111
27,64.0,10.0,XXX,XX,XX,   Ward No-10 Total,3409,2.6,11.4,21.4,27.4,19.4,8.3,4.4,5.2,4.3,00111
27,64.0,11.0,XXX,XX,XX,   Ward No-11 Total,2981,4.6,11.3,20.6,28.8,16.7,8.6,4.4,5.0,4.2,00111
27,64.0,12.0,XXX,XX,XX,   Ward No-12 Total,1820,2.9,10.0,21.7,27.9,18.5,9.9,3.9,5.2,4.3,00111
27,64.0,16.0,XXX,XX,XX,   Askarpur Union Total,5206,3.8,11.8,21.2,28.9,18.7,8.1,3.6,3.9,4.1,00111
27,64.0,17.0,XXX,XX,XX,   Auliapur Union Total,11211,3.1,10.4,20.9,29.6,19.9,8.5,3.8,3.6,4.2,00111
27,64.0,25.0,XXX,XX,XX,   Chehelgazi Union Total,9793,3.9,9.3,20.0,28.5,19.5,9.9,4.1,4.9,4.3,00111
27,64.0,34.0,XXX,XX,XX,   Fazilpur Union Total,6563,2.8,10.6,20.6,29.6,19.4,9.3,4.0,3.7,4.2,00111
27,64.0,43.0,XXX,XX,XX,   Kamalpur Union Total,4950,2.9,10.7,20.3,29.1,19.1,9.8,4.2,3.9,4.2,00111
27,64.0,60.0,XXX,XX,XX,   Shankarpur Union Total,5662,3.0,11.5,21.7,30.2,18.0,8.4,3.9,3.4,4.1,00111
27,64.0,69.0,XXX,XX,XX,Shashara Union Total,6456,4.0,10.3,20.8,28.6,19.6,9.3,3.8,3.5,4.1,00111
27,64.0,77.0,XXX,XX,XX,Sekhpura Union Total,7875,3.1,10.8,21.8,30.7,18.7,8.1,3.4,3.4,4.1,00111
27,64.0,86.0,XXX,XX,XX,   Sundarban Union Total,6950,3.1,9.6,18.6,28.5,21.2,10.0,4.6,4.4,4.3,00111
27,64.0,94.0,XXX,XX,XX,   Uthrail Union Total,5955,2.8,12.7,21.3,28.6,19.0,9.0,3.4,3.2,4.1,00111
27,69.0,XX.0,XXX,XX,XX,Nawabganj Upazila Total,57753,4.3,13.0,23.8,27.8,16.7,7.8,3.4,3.1,4.0,00111
27,69.0,13.0,XXX,XX,XX,   Bhaduria Union Total,6774,5.4,14.6,24.4,27.7,16.4,6.7,2.9,1.9,3.8,00111
27,69.0,17.0,XXX,XX,XX,Binodnagar Union Total,8851,4.3,14.1,25.9,28.4,15.6,6.9,2.7,2.0,3.8,00111
27,69.0,25.0,XXX,XX,XX,   Daudpur Union Total,7413,4.1,13.0,23.1,27.4,17.2,8.2,3.7,3.2,4.0,00111
27,69.0,43.0,XXX,XX,XX,Golapganj Union Total,7310,3.1,11.8,23.0,26.5,17.5,9.6,4.5,3.9,4.1,00111
27,69.0,51.0,XXX,XX,XX,   Joypur Union Total,5646,4.1,11.7,21.7,29.5,18.1,7.9,3.5,3.5,4.0,00111
27,69.0,69.0,XXX,XX,XX,   Kushdaha Union Total,7244,4.2,11.7,22.8,28.8,15.5,8.4,3.6,5.1,4.1,00111
27,69.0,77.0,XXX,XX,XX,   Mahmudpur Union Total,7231,4.8,14.6,25.2,26.8,16.0,7.5,2.8,2.2,3.8,00111
27,69.0,86.0,XXX,XX,XX,   Putimara Union Total,4418,4.9,12.3,24.0,27.7,17.6,7.3,3.3,2.9,3.9,00111
27,69.0,94.0,XXX,XX,XX,   Shalkhuria Union Total,2866,3.9,11.7,22.7,27.8,18.6,7.7,3.9,3.7,4.1,00111
27,77.0,XX.0,XXX,XX,XX,Parbatipur Upazila Total,88518,4.2,11.7,21.2,27.7,19.1,9.0,3.8,3.4,4.1,00111
27,77.0,XX.0,XXX,XX,XX,  Parbatipur Paurashava,7235,8.6,14.2,22.3,24.4,14.7,7.2,3.8,4.7,3.9,00111
27,77.0,1.0,XXX,XX,XX,   Ward No-01 Total,905,7.2,11.7,22.7,26.5,16.5,5.9,4.9,4.8,4.0,00111
27,77.0,2.0,XXX,XX,XX,   Ward No-02 Total,454,6.6,11.0,21.6,26.4,14.3,9.7,2.6,7.7,4.3,00111
27,77.0,3.0,XXX,XX,XX,   Ward No-03 Total,823,5.5,12.3,21.4,25.6,16.4,7.5,5.5,5.8,4.2,00111
27,77.0,4.0,XXX,XX,XX,   Ward No-04 Total,997,14.8,17.1,24.0,19.8,13.0,4.7,2.0,4.6,3.5,00111
27,77.0,5.0,XXX,XX,XX,   Ward No-05 Total,708,4.2,16.4,26.0,25.6,13.4,6.6,3.5,6.0,4.2,00111
27,77.0,6.0,XXX,XX,XX,   Ward No-06 Total,771,4.2,11.0,21.5,25.6,17.5,9.2,4.7,6.2,4.3,00111
27,77.0,7.0,XXX,XX,XX,   Ward No-07 Total,992,14.4,19.9,19.9,22.0,12.8,4.8,3.4,7.9,4.5,00111
27,77.0,8.0,XXX,XX,XX,   Ward No-08 Total,780,10.5,12.8,19.4,24.7,12.6,11.7,3.5,4.9,3.8,00111
27,77.0,9.0,XXX,XX,XX,   Ward No-09 Total,805,6.1,12.3,24.7,25.5,16.5,7.5,4.2,3.1,4.1,00111
27,77.0,16.0,XXX,XX,XX,   Belaichandi Union Total,10109,4.2,12.2,21.3,27.0,19.7,9.4,3.6,1.3,3.8,00111
27,77.0,17.0,XXX,XX,XX,   Chandipur Union Total,6951,2.2,9.9,20.0,28.8,20.9,10.2,4.2,2.6,4.1,00111
27,77.0,25.0,XXX,XX,XX,   Habra Union Total,7343,2.6,11.2,21.0,28.9,19.7,9.3,3.9,2.5,4.2,00111
27,77.0,34.0,XXX,XX,XX,   Hamidpur Union Total,7442,4.0,11.5,21.2,26.9,18.9,9.4,4.3,2.4,4.2,00111
27,77.0,43.0,XXX,XX,XX,   Harirampur Union Total,8732,4.6,13.2,22.9,27.9,18.2,7.9,3.0,3.7,4.0,00111
27,77.0,51.0,XXX,XX,XX,   Manmathapur Union Total,7972,3.7,11.9,19.8,28.4,20.1,9.4,3.6,1.5,3.9,00111
27,77.0,60.0,XXX,XX,XX,   Mominpur Union Total,6826,3.6,10.6,20.0,28.7,19.5,9.6,4.0,4.7,4.4,00111
27,77.0,69.0,XXX,XX,XX,   Mostafapur Union Total,6659,3.2,10.6,21.1,28.4,19.6,9.2,4.0,1.8,4.1,00111
27,77.0,77.0,XXX,XX,XX,   Palashbari Union Total,10185,3.8,10.9,22.2,29.3,18.7,8.7,3.6,4.3,4.1,00111
27,77.0,86.0,XXX,XX,XX,Rampur Union Total,9064,5.4,12.5,20.4,25.9,19.5,8.6,4.0,3.6,4.1,00111
10,XX.0,XX.0,XXX,XX,XX,Bogra Zila Total,863600,4.1,13.6,25.3,28.4,15.9,7.0,2.9,2.8,3.9,00111
10,6.0,XX.0,XXX,XX,XX,Adamdighi Upazila Total,49490,3.7,13.4,26.7,27.9,15.0,6.7,3.0,3.6,3.9,00111
10,6.0,1.0,XXX,XX,XX,  Ward No-01 Total,1137,3.7,13.3,28.9,28.0,14.8,6.4,2.6,2.3,3.8,00111
10,6.0,2.0,XXX,XX,XX,  Ward No-02 Total,891,5.5,13.6,28.6,23.1,13.6,7.9,3.6,4.2,3.9,00111
10,6.0,3.0,XXX,XX,XX,  Ward No-03 Total,986,3.4,18.1,30.6,24.3,11.2,6.7,2.4,3.2,3.7,00111
10,6.0,4.0,XXX,XX,XX,  Ward No-04 Total,835,5.7,13.2,26.6,26.3,15.0,6.5,3.0,3.7,3.9,00111
10,6.0,5.0,XXX,XX,XX,  Ward No-05 Total,1036,6.1,14.2,25.3,25.9,15.3,6.6,2.9,3.8,3.9,00111
10,6.0,6.0,XXX,XX,XX,  Ward No-06 Total,761,3.5,12.1,25.9,25.5,15.4,8.1,4.9,4.6,4.1,00111
10,6.0,7.0,XXX,XX,XX,  Ward No-07 Total,799,3.5,13.4,23.9,27.2,17.3,7.0,4.3,3.5,4.0,00111
10,6.0,8.0,XXX,XX,XX,  Ward No-08 Total,761,4.5,10.9,27.1,29.7,14.3,5.7,3.5,4.3,4.0,00111
10,6.0,9.0,XXX,XX,XX,  Ward No-09 Total,578,4.3,10.7,26.1,26.8,19.9,5.9,2.8,3.5,4.0,00111
10,6.0,13.0,XXX,XX,XX,Adam Dighi Union Total,7949,3.9,13.6,26.7,29.1,14.8,6.2,2.7,3.1,3.9,00111
10,6.0,27.0,XXX,XX,XX,  Champapur Union Total,6350,3.9,13.6,28.1,28.4,13.9,6.2,2.8,3.1,3.8,00111
10,6.0,40.0,XXX,XX,XX,  Chhatiangram Union Total,7481,3.8,12.8,25.3,28.4,15.1,7.2,3.3,4.0,4.0,00111
10,6.0,54.0,XXX,XX,XX,  Kundagram Union Total,6547,3.4,16.1,28.8,26.5,13.9,5.7,2.5,3.1,3.8,00111
10,6.0,67.0,XXX,XX,XX,  Nasratpur Union Total,7199,2.8,13.0,27.1,28.4,14.6,6.9,3.1,3.9,4.0,00111
10,6.0,81.0,XXX,XX,XX,  Shantahar Union Total,6180,3.4,11.2,23.6,28.3,17.7,8.0,3.5,4.4,4.1,00111
10,20.0,XX.0,XXX,XX,XX,Bogra Sadar Upazila Total,129597,3.3,11.8,24.3,29.3,16.6,7.8,3.4,3.6,4.0,00111
10,20.0,1.0,XXX,XX,XX,  Ward No-01 Total,5167,3.3,11.8,24.3,29.5,15.9,7.7,3.9,3.6,4.0,00111
10,20.0,2.0,XXX,XX,XX,  Ward No-02 Total,3872,3.1,11.1,23.9,28.2,17.2,7.9,3.8,4.8,4.1,00111
10,20.0,3.0,XXX,XX,XX,  Ward No-03 Total,2986,3.2,11.9,22.8,30.4,15.1,9.1,3.4,4.0,4.1,00111
10,20.0,4.0,XXX,XX,XX,  Ward No-04 Total,3603,4.6,11.3,24.1,27.3,16.3,7.8,3.7,4.9,4.1,00111
10,20.0,5.0,XXX,XX,XX,  Ward No-05 Total,2262,3.4,11.9,26.1,29.9,14.5,7.1,3.1,4.0,4.0,00111
10,20.0,6.0,XXX,XX,XX,  Ward No-06 Total,3184,3.0,10.1,22.5,28.5,16.2,8.9,4.2,6.6,4.3,00111
10,20.0,7.0,XXX,XX,XX,  Ward No-07 Total,2657,4.5,13.7,25.0,28.5,16.0,6.8,2.8,2.6,3.9,00111
10,20.0,8.0,XXX,XX,XX,  Ward No-08 Total,3521,3.2,13.6,23.7,27.5,15.2,7.6,3.6,5.6,4.2,00111
10,20.0,9.0,XXX,XX,XX,  Ward No-09 Total,2663,3.8,11.3,22.8,29.2,15.4,8.4,3.9,5.1,4.2,00111
10,20.0,10.0,XXX,XX,XX,  Ward No-10 Total,2526,4.5,11.3,24.1,29.9,14.4,8.0,3.4,4.3,4.0,00111
10,20.0,11.0,XXX,XX,XX,  Ward No-11 Total,4242,3.6,10.9,23.8,30.9,15.9,7.4,3.6,4.0,4.1,00111
10,20.0,12.0,XXX,XX,XX,  Ward No-12 Total,4969,3.6,11.6,24.1,28.1,15.9,7.9,3.8,4.9,4.1,00111
10,20.0,14.0,XXX,XX,XX,  Ward No-14 Total,4024,6.3,14.4,25.2,26.3,14.8,6.7,3.2,3.0,3.8,00111
10,20.0,15.0,XXX,XX,XX,  Ward No-15 Total,6510,2.6,11.8,24.3,28.7,17.9,7.5,3.4,3.8,4.1,00111
10,20.0,16.0,XXX,XX,XX,  Ward No-16 Total,3837,3.1,12.2,25.1,28.7,16.4,7.2,3.8,3.6,4.0,00111
10,20.0,17.0,XXX,XX,XX,  Ward No-17 Total,4813,2.8,11.8,23.4,28.8,16.9,8.4,3.9,4.1,4.1,00111
10,20.0,18.0,XXX,XX,XX,  Ward No-18 Total,3139,3.1,10.8,25.2,30.1,16.5,7.8,3.1,3.3,4.0,00111
10,20.0,19.0,XXX,XX,XX,  Ward No-19 Total,5349,3.2,11.7,23.1,28.9,18.4,8.8,3.0,2.9,4.0,00111
10,20.0,20.0,XXX,XX,XX,  Ward No-20 Total,8125,2.5,11.3,24.6,30.1,17.4,7.4,3.3,3.4,4.1,00111
10,20.0,21.0,XXX,XX,XX,  Ward No-21 (Part) Total,1718,2.1,11.5,25.0,34.1,14.7,7.3,3.1,2.2,4.0,00111
10,20.0,23.0,XXX,XX,XX,  Erulia Union Total,6482,2.9,11.1,23.0,29.0,17.7,8.7,3.6,3.8,4.1,00111
10,20.0,25.0,XXX,XX,XX,  Fapore Union Total,2701,2.2,9.8,22.3,29.3,18.1,9.6,4.0,4.9,4.3,00111
10,20.0,34.0,XXX,XX,XX,  Gokul Union Total,6878,3.0,12.0,24.8,31.2,16.9,6.9,2.9,2.2,3.9,00111
10,20.0,47.0,XXX,XX,XX,  Lahiri Para Union Total,6930,3.4,13.0,25.4,29.7,16.5,7.0,3.0,2.0,3.9,00111
10,20.0,60.0,XXX,XX,XX,  Namuja Union Total,6210,3.9,13.9,27.2,30.0,13.8,6.5,2.4,2.3,3.8,00111
10,20.0,64.0,XXX,XX,XX,  Nishindara Union Total,3315,2.4,13.5,23.3,28.5,16.7,8.4,4.0,3.3,4.1,00111
10,20.0,69.0,XXX,XX,XX,  Noongola Union Total,4916,4.0,9.9,23.8,29.3,17.8,7.9,3.8,3.6,4.1,00111
10,20.0,73.0,XXX,XX,XX,  Rajapur Union Total,1793,3.3,12.4,23.4,29.9,17.3,8.3,3.1,2.2,4.0,00111
10,20.0,77.0,XXX,XX,XX,  Shabgram Union Total,3882,2.5,10.6,23.4,30.6,17.8,8.3,3.0,3.8,4.1,00111
10,20.0,82.0,XXX,XX,XX,  Shakharia Union Total,3676,2.9,11.8,24.9,29.1,18.5,7.7,2.8,2.4,4.0,00111
10,20.0,86.0,XXX,XX,XX,  Sekherkola Union Total,3647,2.3,11.2,24.8,29.9,18.2,8.6,2.9,2.2,4.0,00111
10,27.0,XX.0,XXX,XX,XX,Dhunat Upazila Total,74835,4.7,13.6,23.4,28.5,16.7,7.2,3.2,2.8,3.9,00111
10,27.0,1.0,XXX,XX,XX,  Ward No-01 Total,317,3.2,11.7,22.4,26.2,20.5,7.9,3.5,4.7,4.2,00111
10,27.0,2.0,XXX,XX,XX,  Ward No-02 Total,352,4.3,9.9,23.3,30.7,17.6,8.0,2.3,4.0,4.1,00111
10,27.0,3.0,XXX,XX,XX,  Ward No-03 Total,435,5.7,9.9,20.5,31.0,15.6,8.7,5.3,3.2,4.1,00111
10,27.0,4.0,XXX,XX,XX,  Ward No-04 Total,535,3.7,11.8,27.1,32.3,16.6,5.0,0.9,2.4,3.8,00111
